UF,Município,Região,Nota,Colocação,Delta colocação,Data,Colocação ranking geral invertido
RO,Ariquemes,Norte,"44,85243592973116",321,-33,jun./2024,-321
RO,Cacoal,Norte,"50,06370181940703",221,18,jun./2024,-221
RO,Ji-Paraná,Norte,"50,59750668673165",207,28,jun./2024,-207
RO,Porto Velho,Norte,"47,77892043247747",261,66,jun./2024,-261
RO,Vilhena,Norte,"47,95661918371449",257,14,jun./2024,-257
AC,Cruzeiro do Sul,Norte,"44,83276840790061",323,43,jun./2024,-323
AC,Rio Branco,Norte,"50,26887836936234",216,-3,jun./2024,-216
AM,Itacoatiara,Norte,"42,93538254082976",365,-23,jun./2024,-365
AM,Manacapuru,Norte,"43,067590797521675",362,25,jun./2024,-362
AM,Manaus,Norte,"51,14752084226113",191,18,jun./2024,-191
AM,Parintins,Norte,"39,549810045144646",389,-9,jun./2024,-389
RR,Boa Vista,Norte,"43,38995148356162",357,-91,jun./2024,-357
PA,Abaetetuba,Norte,"38,84881307825834",393,-1,jun./2024,-393
PA,Altamira,Norte,"40,753004646674604",385,-7,jun./2024,-385
PA,Ananindeua,Norte,"44,444243696954196",337,7,jun./2024,-337
PA,Barcarena,Norte,"46,61809853866559",285,-9,jun./2024,-285
PA,Belém,Norte,"47,76663805436357",264,1,jun./2024,-264
PA,Bragança,Norte,"36,572262590415114",399,-28,jun./2024,-399
PA,Breves,Norte,"30,52714884822222",403,2,jun./2024,-403
PA,Cametá,Norte,"35,841262769025285",400,-4,jun./2024,-400
PA,Castanhal,Norte,"40,60930111224056",387,-4,jun./2024,-387
PA,Itaituba,Norte,"34,749164681153204",402,7,jun./2024,-402
PA,Marabá,Norte,"42,98831737",364,0,jun./2024,-364
PA,Marituba,Norte,"41,86553141123737",375,10,jun./2024,-375
PA,Moju,Norte,"26,61849014744787",404,6,jun./2024,-404
PA,Paragominas,Norte,"45,345083005966366",309,16,jun./2024,-309
PA,Parauapebas,Norte,"47,518858534133756",269,-40,jun./2024,-269
PA,Redenção,Norte,"43,196281682984505",360,34,jun./2024,-360
PA,Santarém,Norte,"44,44626254079192",336,20,jun./2024,-336
PA,Tucuruí,Norte,"43,46241748512038",355,6,jun./2024,-355
AP,Macapá,Norte,"44,48391156931094",335,30,jun./2024,-335
AP,Santana,Norte,"40,69606643548702",386,-14,jun./2024,-386
TO,Araguaína,Norte,"47,930269878904085",259,15,jun./2024,-259
TO,Gurupi,Norte,"47,17927072051879",277,-36,jun./2024,-277
TO,Palmas,Norte,"55,93274837704513",65,59,jun./2024,-65
MA,Açailândia,Nordeste,"46,05587060680165",299,11,jun./2024,-299
MA,Bacabal,Nordeste,"44,31776016274646",340,28,jun./2024,-340
MA,Balsas,Nordeste,"43,52220496191313",353,24,jun./2024,-353
MA,Barra do Corda,Nordeste,"41,49406206131675",378,29,jun./2024,-378
MA,Caxias,Nordeste,"39,388199382950035",391,-12,jun./2024,-391
MA,Chapadinha,Nordeste,"37,336000076923774",397,3,jun./2024,-397
MA,Codó,Nordeste,"38,75382553336177",394,3,jun./2024,-394
MA,Imperatriz,Nordeste,"46,56522019492114",286,-22,jun./2024,-286
MA,Paço do Lumiar,Nordeste,"44,65741996086332",326,62,jun./2024,-326
MA,Pinheiro,Nordeste,"38,276640926689595",395,13,jun./2024,-395
MA,Santa Inês,Nordeste,"41,64317365121357",377,13,jun./2024,-377
MA,São José de Ribamar,Nordeste,"44,52528134623226",332,54,jun./2024,-332
MA,São Luís,Nordeste,"50,70607075394099",202,8,jun./2024,-202
MA,Timon,Nordeste,"43,20610691153642",359,-23,jun./2024,-359
PI,Parnaíba,Nordeste,"44,875722992487624",319,-12,jun./2024,-319
PI,Picos,Nordeste,"47,949222206984274",258,-38,jun./2024,-258
PI,Teresina,Nordeste,"52,79876869773782",154,13,jun./2024,-154
CE,Aquiraz,Nordeste,"44,28350926069543",342,-4,jun./2024,-342
CE,Caucaia,Nordeste,"45,382540154098365",307,24,jun./2024,-307
CE,Crato,Nordeste,"49,18063359055621",236,0,jun./2024,-236
CE,Fortaleza,Nordeste,"54,74982689098201",96,38,jun./2024,-96
CE,Iguatu,Nordeste,"47,76461870784012",265,20,jun./2024,-265
CE,Itapipoca,Nordeste,"46,850331377953474",280,21,jun./2024,-280
CE,Juazeiro do Norte,Nordeste,"47,76796817090742",263,-7,jun./2024,-263
CE,Maracanaú,Nordeste,"47,659512524592586",267,0,jun./2024,-267
CE,Maranguape,Nordeste,"44,569813776110024",330,22,jun./2024,-330
CE,Pacatuba,Nordeste,"44,92807253771477",317,20,jun./2024,-317
CE,Quixadá,Nordeste,"46,139552283708895",297,12,jun./2024,-297
CE,Quixeramobim,Nordeste,"44,61667045159164",327,0,jun./2024,-327
CE,Sobral,Nordeste,"52,488566880298656",161,-25,jun./2024,-161
CE,Tianguá,Nordeste,"46,496972710847885",287,16,jun./2024,-287
RN,Parnamirim,Nordeste,"45,548246408919056",305,45,jun./2024,-305
RN,Macaíba,Nordeste,"40,903578113009004",382,11,jun./2024,-382
RN,Mossoró,Nordeste,"48,44935450566255",249,-1,jun./2024,-249
RN,Natal,Nordeste,"49,876995553830106",226,1,jun./2024,-226
RN,São Gonçalo do Amarante,Nordeste,"44,514505135511726",333,15,jun./2024,-333
PB,Bayeux,Nordeste,"38,07878553269283",396,2,jun./2024,-396
PB,Campina Grande,Nordeste,"49,53403910744679",232,-36,jun./2024,-232
PB,João Pessoa,Nordeste,"52,59207182671876",157,4,jun./2024,-157
PB,Patos,Nordeste,"46,74051834572347",282,-31,jun./2024,-282
PB,Santa Rita,Nordeste,"40,414153241695686",388,3,jun./2024,-388
PE,Abreu e Lima,Nordeste,"47,28097659209956",275,21,jun./2024,-275
PE,Araripina,Nordeste,"43,66016312413748",352,-24,jun./2024,-352
PE,Cabo de Santo Agostinho,Nordeste,"44,497108336525116",334,-42,jun./2024,-334
PE,Camaragibe,Nordeste,"44,574978634590344",329,5,jun./2024,-329
PE,Caruaru,Nordeste,"50,140730123477354",218,-37,jun./2024,-218
PE,Garanhuns,Nordeste,"49,63707209762484",231,-36,jun./2024,-231
PE,Goiana,Nordeste,"46,2597865",292,-13,jun./2024,-292
PE,Gravatá,Nordeste,"46,00883519039985",301,22,jun./2024,-301
PE,Igarassu,Nordeste,"44,10821661831504",347,-57,jun./2024,-347
PE,Ipojuca,Nordeste,"46,66134489624563",283,25,jun./2024,-283
PE,Jaboatão dos Guararapes,Nordeste,"45,03270198542409",315,-26,jun./2024,-315
PE,Olinda,Nordeste,"46,14630593534889",296,-33,jun./2024,-296
PE,Paulista,Nordeste,"46,29167914133225",290,-13,jun./2024,-290
PE,Petrolina,Nordeste,"48,71825996217956",244,-12,jun./2024,-244
PE,Recife,Nordeste,"56,64862370573921",53,-16,jun./2024,-53
PE,Santa Cruz do Capibaribe,Nordeste,"44,91285792734273",318,-35,jun./2024,-318
PE,São Lourenço da Mata,Nordeste,"42,612548956035035",370,-31,jun./2024,-370
PE,Serra Talhada,Nordeste,"49,237042562948126",235,-33,jun./2024,-235
PE,Vitória de Santo Antão,Nordeste,"46,23378167320517",294,27,jun./2024,-294
AL,Arapiraca,Nordeste,"45,35678449",308,12,jun./2024,-308
AL,Maceió,Nordeste,"50,78159574592086",199,38,jun./2024,-199
AL,Rio Largo,Nordeste,"42,16764595053605",372,10,jun./2024,-372
SE,Aracaju,Nordeste,"50,597037253673676",208,-23,jun./2024,-208
SE,Itabaiana,Nordeste,"42,88653082040468",368,-8,jun./2024,-368
SE,Lagarto,Nordeste,"41,85110404473931",376,-33,jun./2024,-376
SE,Nossa Senhora do Socorro,Nordeste,"45,305913626200436",310,-5,jun./2024,-310
SE,São Cristóvão,Nordeste,"47,29217675954491",274,-48,jun./2024,-274
BA,Alagoinhas,Nordeste,"45,91682637200811",302,17,jun./2024,-302
BA,Barreiras,Nordeste,"44,181253613681285",344,-4,jun./2024,-344
BA,Camaçari,Nordeste,"48,78873262608533",243,39,jun./2024,-243
BA,Eunápolis,Nordeste,"42,07357965453051",373,11,jun./2024,-373
BA,Feira de Santana,Nordeste,"44,83581707983825",322,35,jun./2024,-322
BA,Guanambi,Nordeste,"48,04245212130718",255,-1,jun./2024,-255
BA,Ilhéus,Nordeste,"44,05128764",348,26,jun./2024,-348
BA,Itabuna,Nordeste,"46,38801374",289,29,jun./2024,-289
BA,Jacobina,Nordeste,"42,42921050584341",371,10,jun./2024,-371
BA,Jequié,Nordeste,"44,79632423296742",325,-9,jun./2024,-325
BA,Juazeiro,Nordeste,"44,814289997742335",324,9,jun./2024,-324
BA,Lauro de Freitas,Nordeste,"46,11261293777388",298,28,jun./2024,-298
BA,Luís Eduardo Magalhães,Nordeste,"48,15045488013954",253,34,jun./2024,-253
BA,Paulo Afonso,Nordeste,"45,634859883458425",304,11,jun./2024,-304
BA,Porto Seguro,Nordeste,"42,743536167126585",369,1,jun./2024,-369
BA,Salvador,Nordeste,"51,29220133538736",188,20,jun./2024,-188
BA,Santo Antônio de Jesus,Nordeste,"43,93822499334946",349,-8,jun./2024,-349
BA,Serrinha,Nordeste,"40,836384452401376",384,11,jun./2024,-384
BA,Simões Filho,Nordeste,"41,39693569695015",379,-16,jun./2024,-379
BA,Teixeira de Freitas,Nordeste,"44,362475365248805",338,17,jun./2024,-338
BA,Valença,Nordeste,"37,26195239",398,1,jun./2024,-398
BA,Vitória da Conquista,Nordeste,"49,44163133322691",233,27,jun./2024,-233
MG,Araguari,Sudeste,"50,64704473801497",204,-12,jun./2024,-204
MG,Araxá,Sudeste,"53,11646218845641",140,-27,jun./2024,-140
MG,Barbacena,Sudeste,"53,623402566491436",127,-34,jun./2024,-127
MG,Belo Horizonte,Sudeste,"59,86474454437516",13,-1,jun./2024,-13
MG,Betim,Sudeste,"52,22190767896893",166,-10,jun./2024,-166
MG,Caratinga,Sudeste,"49,92878029719397",225,-7,jun./2024,-225
MG,Conselheiro Lafaiete,Sudeste,"52,54202060861221",158,-50,jun./2024,-158
MG,Contagem,Sudeste,"52,95160128329978",146,14,jun./2024,-146
MG,Coronel Fabriciano,Sudeste,"52,92049676976331",149,-38,jun./2024,-149
MG,Curvelo,Sudeste,"49,321657348773485",234,24,jun./2024,-234
MG,Divinópolis,Sudeste,"54,83793261857976",94,7,jun./2024,-94
MG,Esmeraldas,Sudeste,"42,92945254399558",366,-12,jun./2024,-366
MG,Governador Valadares,Sudeste,"49,929416273411476",224,-23,jun./2024,-224
MG,Ibirité,Sudeste,"48,616565785926895",247,15,jun./2024,-247
MG,Ipatinga,Sudeste,"55,691135985940676",74,-21,jun./2024,-74
MG,Itabira,Sudeste,"56,96692168208268",45,54,jun./2024,-45
MG,Itajubá,Sudeste,"55,70543138312248",72,-29,jun./2024,-72
MG,Itaúna,Sudeste,"52,75722688621007",155,-43,jun./2024,-155
MG,Ituiutaba,Sudeste,"52,61319657594747",156,-11,jun./2024,-156
MG,João Monlevade,Sudeste,"54,08493026507826",115,0,jun./2024,-115
MG,Juiz de Fora,Sudeste,"53,54698868717626",128,-21,jun./2024,-128
MG,Lavras,Sudeste,"57,05989290745914",44,-15,jun./2024,-44
MG,Manhuaçu,Sudeste,"49,65909539901858",229,-32,jun./2024,-229
MG,Montes Claros,Sudeste,"53,410262321179644",130,14,jun./2024,-130
MG,Muriaé,Sudeste,"52,32489733",165,9,jun./2024,-165
MG,Nova Lima,Sudeste,"59,40147061",20,28,jun./2024,-20
MG,Nova Serrana,Sudeste,"50,301024322690004",215,23,jun./2024,-215
MG,Paracatu,Sudeste,"53,05322898544966",142,72,jun./2024,-142
MG,Pará de Minas,Sudeste,"54,16615275687277",111,71,jun./2024,-111
MG,Passos,Sudeste,"52,45600578435767",162,-25,jun./2024,-162
MG,Patos de Minas,Sudeste,"54,48511901",101,15,jun./2024,-101
MG,Patrocínio,Sudeste,"54,302496205099885",106,63,jun./2024,-106
MG,Poços de Caldas,Sudeste,"55,987644179015696",64,15,jun./2024,-64
MG,Pouso Alegre,Sudeste,"57,074932309355475",43,-10,jun./2024,-43
MG,Ribeirão das Neves,Sudeste,"44,325663676919575",339,-25,jun./2024,-339
MG,Sabará,Sudeste,"47,635759529397426",268,1,jun./2024,-268
MG,Santa Luzia,Sudeste,"46,927969065588194",279,70,jun./2024,-279
MG,São João del Rei,Sudeste,"55,72558105070539",71,76,jun./2024,-71
MG,Sete Lagoas,Sudeste,"52,17251863572159",168,12,jun./2024,-168
MG,Teófilo Otoni,Sudeste,"47,30450729935614",273,24,jun./2024,-273
MG,Timóteo,Sudeste,"51,09134591541723",193,0,jun./2024,-193
MG,Ubá,Sudeste,"49,98789333",223,0,jun./2024,-223
MG,Uberaba,Sudeste,"54,288433062615255",108,-21,jun./2024,-108
MG,Uberlândia,Sudeste,"58,65584268",24,4,jun./2024,-24
MG,Unaí,Sudeste,"49,756893583855934",227,23,jun./2024,-227
MG,Varginha,Sudeste,"49,67047221",228,-169,jun./2024,-228
MG,Vespasiano,Sudeste,"47,37442428325515",271,-3,jun./2024,-271
ES,Aracruz,Sudeste,"54,527885859948746",99,52,jun./2024,-99
ES,Cachoeiro de Itapemirim,Sudeste,"53,01671536937597",144,-38,jun./2024,-144
ES,Cariacica,Sudeste,"50,42473118635932",210,34,jun./2024,-210
ES,Colatina,Sudeste,"52,17650564",167,21,jun./2024,-167
ES,Guarapari,Sudeste,"50,605274645129796",205,-11,jun./2024,-205
ES,Linhares,Sudeste,"51,83188091",176,15,jun./2024,-176
ES,São Mateus,Sudeste,"48,83564786",242,4,jun./2024,-242
ES,Serra,Sudeste,"51,687887031436524",181,9,jun./2024,-181
ES,Vila Velha,Sudeste,"53,87681798011523",121,5,jun./2024,-121
ES,Vitória,Sudeste,"64,28918623651299",3,5,jun./2024,-3
RJ,Angra dos Reis,Sudeste,"46,218326887212534",295,-46,jun./2024,-295
RJ,Araruama,Sudeste,"47,246946743789564",276,24,jun./2024,-276
RJ,Barra do Piraí,Sudeste,"45,676625886491365",303,-19,jun./2024,-303
RJ,Barra Mansa,Sudeste,"49,175239057788225",237,-3,jun./2024,-237
RJ,Belford Roxo,Sudeste,"35,60893632131835",401,5,jun./2024,-401
RJ,Cabo Frio,Sudeste,"44,98763520264754",316,-18,jun./2024,-316
RJ,Campos dos Goytacazes,Sudeste,"48,67633361419617",246,-13,jun./2024,-246
RJ,Duque de Caxias,Sudeste,"43,342134800855426",358,-56,jun./2024,-358
RJ,Itaboraí,Sudeste,"38,891152784873356",392,-3,jun./2024,-392
RJ,Itaguaí,Sudeste,"43,80391232342571",351,-40,jun./2024,-351
RJ,Itaperuna,Sudeste,"47,68128110434087",266,4,jun./2024,-266
RJ,Japeri,Sudeste,"39,53638971057647",390,11,jun./2024,-390
RJ,Macaé,Sudeste,"56,071311354520745",59,72,jun./2024,-59
RJ,Magé,Sudeste,"43,16775241038833",361,-8,jun./2024,-361
RJ,Maricá,Sudeste,"52,127402931270126",170,83,jun./2024,-170
RJ,Mesquita,Sudeste,"45,103668004431945",313,-19,jun./2024,-313
RJ,Nilópolis,Sudeste,"43,48354140212199",354,4,jun./2024,-354
RJ,Niterói,Sudeste,"58,99142979746583",22,43,jun./2024,-22
RJ,Nova Friburgo,Sudeste,"52,13799398265802",169,61,jun./2024,-169
RJ,Nova Iguaçu,Sudeste,"44,31447448545614",341,-6,jun./2024,-341
RJ,Petrópolis,Sudeste,"51,523429178803305",185,31,jun./2024,-185
RJ,Queimados,Sudeste,"41,374117423221236",380,-33,jun./2024,-380
RJ,Resende,Sudeste,"54,37033445316543",103,-26,jun./2024,-103
RJ,Rio das Ostras,Sudeste,"50,15446090005657",217,158,jun./2024,-217
RJ,Rio de Janeiro,Sudeste,"57,43928697249877",38,22,jun./2024,-38
RJ,São Gonçalo,Sudeste,"41,16796382697729",381,-5,jun./2024,-381
RJ,São João de Meriti,Sudeste,"41,9956731",374,-7,jun./2024,-374
RJ,São Pedro da Aldeia,Sudeste,"49,16865259",238,-14,jun./2024,-238
RJ,Saquarema,Sudeste,"56,078882323022846",58,117,jun./2024,-58
RJ,Seropédica,Sudeste,"44,16126278720394",345,-46,jun./2024,-345
RJ,Teresópolis,Sudeste,"49,63875370283518",230,-24,jun./2024,-230
RJ,Volta Redonda,Sudeste,"54,13102893086565",113,8,jun./2024,-113
SP,Americana,Sudeste,"56,73142050043858",51,-16,jun./2024,-51
SP,Araçatuba,Sudeste,"55,53151399865461",78,-29,jun./2024,-78
SP,Araraquara,Sudeste,"55,32415486936048",80,-42,jun./2024,-80
SP,Araras,Sudeste,"56,480008366033026",56,-29,jun./2024,-56
SP,Arujá,Sudeste,"54,25825114383204",110,8,jun./2024,-110
SP,Assis,Sudeste,"55,67466760290165",75,-28,jun./2024,-75
SP,Atibaia,Sudeste,"56,840840192861705",47,9,jun./2024,-47
SP,Avaré,Sudeste,"50,777789211060266",200,-38,jun./2024,-200
SP,Barretos,Sudeste,"57,381878603704145",39,-8,jun./2024,-39
SP,Barueri,Sudeste,"63,03798337034765",5,-2,jun./2024,-5
SP,Bauru,Sudeste,"55,99753455988515",63,-22,jun./2024,-63
SP,Birigui,Sudeste,"51,818058316826416",177,-42,jun./2024,-177
SP,Botucatu,Sudeste,"58,20623728290567",27,3,jun./2024,-27
SP,Bragança Paulista,Sudeste,"54,35257738727835",104,-29,jun./2024,-104
SP,Caçapava,Sudeste,"51,8047435",178,-51,jun./2024,-178
SP,Caieiras,Sudeste,"53,51099026",129,0,jun./2024,-129
SP,Cajamar,Sudeste,"55,705313587789384",73,17,jun./2024,-73
SP,Campinas,Sudeste,"62,228402809663024",8,-1,jun./2024,-8
SP,Caraguatatuba,Sudeste,"56,00916141823862",62,2,jun./2024,-62
SP,Carapicuíba,Sudeste,"47,36253206161104",272,-44,jun./2024,-272
SP,Catanduva,Sudeste,"56,56391693339223",54,12,jun./2024,-54
SP,Cotia,Sudeste,"50,59856993748481",206,-74,jun./2024,-206
SP,Cubatão,Sudeste,"54,04639347883386",116,50,jun./2024,-116
SP,Diadema,Sudeste,"51,62689311747412",182,-27,jun./2024,-182
SP,Embu das Artes,Sudeste,"47,14475980569637",278,-5,jun./2024,-278
SP,Ferraz de Vasconcelos,Sudeste,"50,067943914471144",220,-8,jun./2024,-220
SP,Franca,Sudeste,"55,510985637083515",79,-9,jun./2024,-79
SP,Francisco Morato,Sudeste,"49,02888142528225",241,-1,jun./2024,-241
SP,Franco da Rocha,Sudeste,"48,337199068999055",250,-35,jun./2024,-250
SP,Guaratinguetá,Sudeste,"52,348996873674906",163,-9,jun./2024,-163
SP,Guarujá,Sudeste,"51,11182821922558",192,-9,jun./2024,-192
SP,Guarulhos,Sudeste,"51,47555097837297",186,-15,jun./2024,-186
SP,Hortolândia,Sudeste,"55,03108938916435",89,-3,jun./2024,-89
SP,Indaiatuba,Sudeste,"59,51619516194605",19,0,jun./2024,-19
SP,Itanhaém,Sudeste,"51,43941304542613",187,-1,jun./2024,-187
SP,Itapecerica da Serra,Sudeste,"48,08753930824124",254,-7,jun./2024,-254
SP,Itapetininga,Sudeste,"53,10465405",141,-38,jun./2024,-141
SP,Itapeva,Sudeste,"50,49204765420622",209,22,jun./2024,-209
SP,Itapevi,Sudeste,"50,65926041840981",203,-3,jun./2024,-203
SP,Itaquaquecetuba,Sudeste,"47,78559677562262",260,-17,jun./2024,-260
SP,Itatiba,Sudeste,"57,347352183844976",40,17,jun./2024,-40
SP,Itu,Sudeste,"55,29902791244531",82,60,jun./2024,-82
SP,Jacareí,Sudeste,"55,30528010872597",81,-10,jun./2024,-81
SP,Jandira,Sudeste,"54,75678922423269",95,89,jun./2024,-95
SP,Jaú,Sudeste,"53,30271916759652",134,9,jun./2024,-134
SP,Jundiaí,Sudeste,"59,772158607473315",15,1,jun./2024,-15
SP,Leme,Sudeste,"55,21295870065835",83,11,jun./2024,-83
SP,Limeira,Sudeste,"57,47062167936862",36,33,jun./2024,-36
SP,Lorena,Sudeste,"52,07592701",171,-108,jun./2024,-171
SP,Mairiporã,Sudeste,"50,77106013850267",201,4,jun./2024,-201
SP,Marília,Sudeste,"54,54839250921771",97,-23,jun./2024,-97
